"Region","Country","Target","Indicator Number","Indicator Name","Year","Value","Metadata"
"SDG: Europe and Northern America","Greece","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2018","8.46","SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023"
"SDG: Europe and Northern America","Greece","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2019","8.36","SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023"
"SDG: Europe and Northern America","Greece","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2021","7.11","SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023"
"SDG: Europe and Northern America","Greece","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2020","7.54","SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023"
"SDG: Latin America and the Caribbean","Grenada","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2022","9.87","SOURCE:  Budget Statment 2022 (https://www.finance.gd/docs/2022BudgetStatement.pdf)"
"SDG: Latin America and the Caribbean","Grenada","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2023","14.36","SOURCE:  Budget Statment 2023 (https://www.finance.gd/docs/2022/2023_Budget_Speech.pdf)"
"SDG: Latin America and the Caribbean","Grenada","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2021","10.06","SOURCE:  Budget Statment 2021 (https://www.finance.gd/docs/BudgetStatement2021.pdf)"
"SDG: Latin America and the Caribbean","Grenada","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2018","10.08","SOURCE:  Budget Statment 2018 (https://www.finance.gd/docs/Budget%20statement%202018.pdf)"
"SDG: Latin America and the Caribbean","Guatemala","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2018","18.27","SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023"
"SDG: Latin America and the Caribbean","Guatemala","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2019","18.54","SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023"
"SDG: Latin America and the Caribbean","Guatemala","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2021","19.55","SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023"
"SDG: Latin America and the Caribbean","Guatemala","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2020","19.05","SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023"
"SDG: Latin America and the Caribbean","Guyana","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2018","16.15","QUALIFIER: This data point is an ESTIMATE produced by the UNESCO INSTITUTE FOR STATISTICS."
"SDG: Eastern and South-Eastern Asia","China, Hong Kong Special Administrative Region","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2020","12.82","SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023"
"SDG: Eastern and South-Eastern Asia","China, Hong Kong Special Administrative Region","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2019","17.49","SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023"
"SDG: Eastern and South-Eastern Asia","China, Hong Kong Special Administrative Region","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2018","19.68","SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023"
"SDG: Latin America and the Caribbean","Honduras","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2018","23.16",""
"SDG: Europe and Northern America","Croatia","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2018","10.48","SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023"
"SDG: Europe and Northern America","Croatia","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2021","10.72","SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023"
"SDG: Europe and Northern America","Croatia","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2020","10.35","SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023"
"SDG: Europe and Northern America","Croatia","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2019","10.98","SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023"
"SDG: Latin America and the Caribbean","Haiti","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2020","11.64","SOURCE:  Budget d'execution Octobre 2019 - Septembre 2020 (https://www.mef.gouv.ht/index.php?page=A%20la%20une...)"
"SDG: Latin America and the Caribbean","Haiti","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2022","13.12","SOURCE:  Budget General de L'Exercice 2021-2022 (https://www.mef.gouv.ht/docs/budget-2021-2022.pdf)"
"SDG: Latin America and the Caribbean","Haiti","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2023","12.24","SOURCE:  Decret Etablissant Le Budget General de la Republique DHaiti Exercise 2022-2023. (https://www.mef.gouv.ht/storage/app/uploads/public/63b/68d/a00/63b68da001719033471622.pdf)"
"SDG: Latin America and the Caribbean","Haiti","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2021","16.11","SOURCE:  Budget General De L'Exercice 2020-2021 ; Documents Annexes Au Budget General de L'Exercice Fiscal 2020-2021 (https://www.mef.gouv.ht/index.php?page=Budget2021; https://www.mef.gouv.ht/docs/budget-2020-2021-documents-annexes.pdf)"
"SDG: Latin America and the Caribbean","Haiti","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2019","12.86","SOURCE:  Projet de Loi de Finances de L'Exercice 2018-2019 (https://www.mef.gouv.ht/index.php?page=Budget1819)"
"SDG: Latin America and the Caribbean","Haiti","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2018","14.64",""
"SDG: Europe and Northern America","Hungary","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2018","10.86","SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023"
"SDG: Europe and Northern America","Hungary","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2019","10.19","SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023"
"SDG: Europe and Northern America","Hungary","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2020","9.33","SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023"
"SDG: Europe and Northern America","Hungary","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2021","10.36","SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023"
"SDG: Eastern and South-Eastern Asia","Indonesia","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2020","17.94","SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023"
"SDG: Eastern and South-Eastern Asia","Indonesia","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2021","16.07","SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023"
"SDG: Eastern and South-Eastern Asia","Indonesia","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2019","17.34","SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023"
"SDG: Eastern and South-Eastern Asia","Indonesia","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2018","16.80","SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023"
"SDG: Central and Southern Asia","India","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2018","13.07","SOURCE:  Analysis of Budgeted Expenditure on Education, 2016-17 to 2018-19 (https://www.education.gov.in/sites/upload_files/mhrd/files/statistics-new/budget_expenditure.pdf)"
"SDG: Central and Southern Asia","India","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2021","14.65","SOURCE:  Country submission ()"
"SDG: Central and Southern Asia","India","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2019","15.00","SOURCE:  Country submission ()"
"SDG: Central and Southern Asia","India","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2020","14.72","SOURCE:  Country submission ()"
"SDG: Europe and Northern America","Ireland","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2018","12.48","SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023"
"SDG: Europe and Northern America","Ireland","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2021","12.02","SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023"
"SDG: Europe and Northern America","Ireland","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2019","13.21","SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023"
